,Номер реестровой записи контракта,Заказчик: ИНН,Предмет контракта,Цена контракта,"Информация о поставщиках (исполнителях, подрядчиках) по контракту: ИНН",Заказчик: широта,Заказчик: долгота,Заказчик: населенный пункт,Заказчик: деятельность,Исполнитель: широта,Исполнитель: долгота,Исполнитель: населенный пункт,Исполнитель: деятельность
1683,2361600219123000387,3616002191,Поставка лекарственного препарата для медицинского применения дидрогестерон,"89 040,00",3662135238,51.6439989,39.412956,Новая Усмань,Деятельность больничных организаций,51.6860422,39.1975953,Воронеж,Торговля оптовая фармацевтической продукцией
1684,1222106991024000038,2221069910,Поставка реагентов для иммунологической лаборатории,"547 215,57",2221210553,53.3693316,83.7521091,Барнаул,Общая врачебная практика,53.3429065,83.7578662,Барнаул,Торговля оптовая фармацевтической продукцией
1685,2772318711324000016,7723187113,Поставка канцелярских товаров (файлы),"5 546,10",450142269264,55.564073,37.471219,Москва,Образование среднее общее,61.0023984,69.0184798,Ханты-Мансийск,Торговля розничная прочая в специализированных магазинах
1686,2780503024023000334,7805030240,"Оказание услуги по составлению проектно-сметной документации на систему автоматической пожарной сигнализации   по адресу: г. Санкт-Петербург, пер. Охотничий д.7, лит. А","65 000,00",7804398747,59.8985567,30.2869151,Санкт-Петербург,Образование профессиональное среднее,59.9763419,30.3661854,Санкт-Петербург,"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях"
1687,3254313958424000035,2543139584,Дорожные знаки,"35 395,54",2510010842,43.1594419,131.9169212,Владивосток,Деятельность по благоустройству ландшафта,44.5971361,132.8227688,Спасск-Дальний,Деятельность полиграфическая и предоставление услуг в этой области
1688,2582610015024000005,5826100150,Поставка лекарственного препарата для медицинского применения ХЛОРОПИРАМИН для нужд учреждений здравоохранения Пензенской области в 2024 году,"942,64",5835139805,53.7059941,46.0985589,Никольск,Деятельность больничных организаций,53.2338728,44.9976743,Пенза,Торговля оптовая фармацевтической продукцией
1689,2540621925824000058,5406219258,Поставка строительных материалов,"21 988,34",220410942444,55.0996,82.9717238,Новосибирск,Общая врачебная практика,52.5393864,85.2138453,Бийск,Научные исследования и разработки в области естественных и технических наук прочие
1690,1666100245624000092,6661002456,Удобрение калийное,"199 920,00",432401846108,56.817638,60.619345,Екатеринбург,Научные исследования и разработки в области естественных и технических наук прочие,58.5019593,49.0384634,Большие Гари,Торговля оптовая удобрениями и агрохимическими продуктами
1691,2810701163422000009,8107011634,"книга ""Жаркое лето"" В.Климов""","201 365,00",6670078934,59.0274313,54.6616709,Кудымкар,Деятельность учреждений культуры и искусства,56.841723,60.6133978,Екатеринбург,Деятельность полиграфическая и предоставление услуг в этой области
1692,2781413065024000058,7814130650,Микроскоп световой стандартный,"117 000,00",7838041248,60.0011811,30.2810458,Санкт-Петербург,Общая врачебная практика,59.9843975,30.2720294,Санкт-Петербург,"Торговля оптовая изделиями, применяемыми в медицинских целях"
1693,3638101788322000010,6381017883,Поставка легкового автомобиля для нужд МБУ Челно-Вершинский МФЦ,"1 459 900,00",6320011130,54.4186578,51.08669,Челно-Вершины,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",53.532706,49.4350296,Тольятти,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах
1694,2525707529323000039,5257075293,Оказание услуг по охране (ПЦН и КТС) для ГБУЗ НО «Городская клиническая больница №39» в 2023 – 2024 гг.,"702 720,00",5259100065,56.3128068,43.8765679,Нижний Новгород,Деятельность больничных организаций,56.2861497,43.985158,Нижний Новгород,"Деятельность охранных служб, в том числе частных"
1695,2420701496024000004,4207014960,Передача неисключительных (пользовательских) прав на программное обеспечение,"516 500,00",7729392599,55.3463028,86.0849755,Кемерово,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",55.771362,37.5676061,Москва,Разработка компьютерного программного обеспечения
1696,2362000129623000522,3620001296,2023-12928. Поставка мягкого инвентаря,"32 166,50",3123130750,50.4471765,40.1260492,Павловск,Деятельность в области здравоохранения,50.635611,36.570128,Белгород,Производство прочей одежды и аксессуаров одежды
1697,2640600038723000653,6406000387,Оказание услуг по охране комнат хранения наркотических и психотропных веществ средствами охранно-пожарной и тревожной сигнализаций для нужд ГУЗ СО «Балашовская РБ»,"151 809,84",6453078782,51.5383823,43.1611615,Балашов,Деятельность больничных организаций,51.5761208,45.9653687,Саратов,Производство электромонтажных работ
1698,2580600220324000036,5806002203,Поставка лекарственного препарата для медицинского применения Ромиплостим для нужд ГБУЗ «Башмаковская районная больница»,"1 444 005,20",0274110679,53.2143829,43.0185038,Башмаково,Деятельность больничных организаций,55.9213228,37.5267559,Долгопрудный,Торговля оптовая фармацевтической продукцией
1699,2525602240422000024,5256022404,Определение исполнителя на оказание услуг по финансовой аренде (лизингу) эндоскопической консоли или стойки с оборудованием и принадлежностями для эндовидеохирургии (лапароскопии и гистероскопии) и набором инструментов,"16 856 391,84",7733149678,56.2314427,43.844775,Нижний Новгород,Деятельность больничных организаций,55.8306202,37.4310662,Москва,Деятельность по финансовой аренде (лизингу/сублизингу)
1700,2352548058523000532,3525480585,Поставка продукции радиоэлектронной промышленности: диск оптический  ,"260 000,00",6312125239,59.1899803,39.8587775,Вологда,Деятельность больничных организаций,53.249376,50.250886,Самара,"Торговля розничная прочая вне магазинов, палаток, рынков"
1701,1222106991024000033,2221069910,"Поставка лекарственных препаратов для медицинского применения (МНН: АСКОРБИНОВАЯ КИСЛОТА, ПИРИДОКСИН, ТИАМИН)","72 940,00",7017350373,53.3693316,83.7521091,Барнаул,Общая врачебная практика,56.5355193,85.1160109,Томск,Торговля оптовая фармацевтической продукцией
1702,3633500233924000002,6335002339,Приобретение жилых помещений,"16 009 420,00",6335010026,52.9765716,49.7057436,Чапаевск,Деятельность органов местного самоуправления по управлению вопросами общего характера,52.956025,49.6888999,Чапаевск,Предоставление посреднических услуг при оценке недвижимого имущества за вознаграждение или на договорной основе
1703,2540621925824000048,5406219258,"Поставка медицинских изделий: скребок цитологический цервикальный; скребок клеточный, одноразового использования","73 382,40",1660260208,55.0996,82.9717238,Новосибирск,Общая врачебная практика,55.7998315,49.1923486,Казань,Производство медицинских инструментов и оборудования
1704,2344800991824000013,3448009918,Поставка медицинского оборудования,"95 000,00",3442078721,48.5116373,44.5318764,Волгоград,Деятельность больничных организаций,48.7805263,44.5582051,Волгоград,"Торговля оптовая изделиями, применяемыми в медицинских целях"
1705,2781413065024000052,7814130650,"Поставка аппарата искусственной вентиляции легких, пневматического, многоразового использования для нужд СПБ ГБУЗ «Поликлиника № 98» Приморского района Санкт-Петербурга в 2024 году","243 100,00",7838041248,60.0011811,30.2810458,Санкт-Петербург,Общая врачебная практика,59.9843975,30.2720294,Санкт-Петербург,"Торговля оптовая изделиями, применяемыми в медицинских целях"
1706,2583669022924000002,5836690229,Бумага для офисной техники,"16 936,00",5836625710,53.203282,44.9921761,Пенза,Деятельность в области архитектуры,53.2003614,44.9832193,Пенза,"Торговля оптовая книгами, газетами и журналами, писчебумажными и канцелярскими товарами"
1707,3591821836024000004,5918218360,выполнение работ: «Ремонт моста через реку Юмыш в д. Шавкуново»,"5 017 431,41",5903003509,57.4293095,56.9479388,Кунгур,Деятельность органов местного самоуправления по управлению вопросами общего характера,57.9954509,56.2217753,Пермь,Строительство автомобильных дорог и автомагистралей
1708,2361600219124000130,3616002191,Поставка лекарственного препарата для медицинского применения сульпирид,"40 900,00",3662212115,51.6439989,39.412956,Новая Усмань,Деятельность больничных организаций,51.6943806,39.1469378,Воронеж,Торговля оптовая фармацевтической продукцией
1709,3360401176223000176,3604011762,Поставка кефира,"138 000,00",360400280020,51.3768719,42.07854,Борисоглебск,Деятельность предприятий общественного питания по прочим видам организации питания,55.7540471,37.620405,Москва,"Торговля оптовая молочными продуктами, яйцами и пищевыми маслами и жирами"
1710,2362000129623000430,3620001296,2023-10557. Поставка мягкого инвентаря,"17 136,00",3123130750,50.4471765,40.1260492,Павловск,Деятельность в области здравоохранения,50.635611,36.570128,Белгород,Производство прочей одежды и аксессуаров одежды
1711,2352548058523000551,3525480585,Поставка конвертов для дисков оптических ,"27 000,00",6312125239,59.1899803,39.8587775,Вологда,Деятельность больничных организаций,53.249376,50.250886,Самара,"Торговля розничная прочая вне магазинов, палаток, рынков"
1712,2771408170624000025,7714081706,Поставка канцелярских товаров (бланочная продукция).,"12 903,06",7718779192,55.7873713,37.5738417,Москва,Образование основное общее,56.1486863,38.8635701,Киржач,Деятельность по созданию и использованию баз данных и информационных ресурсов
1713,2780503024023000335,7805030240,Оказание услуги по разработке проектно-сметной документации системы СВН (внутреннего и наружного наблюдения) по адресу: ул. Курляндская 39 лит. Д,"80 000,00",7804398747,59.8985567,30.2869151,Санкт-Петербург,Образование профессиональное среднее,59.9763419,30.3661854,Санкт-Петербург,"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях"
1714,2222502101024000034,2225021010,Поставка медицинских изделий,"6 767,36",2224111712,53.3368307,83.763972,Барнаул,"Деятельность в области медицины прочая, не включенная в другие группировки",53.383709,83.732498,Барнаул,Торговля оптовая фармацевтической продукцией
1715,2890501870724000263,8905018707,Поставка медицинских изделий,"54 680,00",7743092558,63.1909795,75.4317758,Ноябрьск,Деятельность больничных организаций,55.8152187,37.6034238,Москва,Торговля оптовая фармацевтической продукцией
1716,2131610061324000009,1316100613,Закупка расходных материалов для стоматологии,"61 814,00",1326234599,54.4255288,45.329884,Ромоданово,Деятельность больничных организаций,54.2159313,45.1620777,Саранск,Ремонт электронного и оптического оборудования
1717,2362000129623000517,3620001296,2023-12927. Поставка мягкого инвентаря,"25 866,50",3123130750,50.4471765,40.1260492,Павловск,Деятельность в области здравоохранения,50.635611,36.570128,Белгород,Производство прочей одежды и аксессуаров одежды
1718,3661900711524000014,6619007115,"Снос многоквартирного дома, расположенного по адресу: Свердловская область, г. Красноуфимск, ул. Октября, №15","405 074,45",6623137734,56.6177278,57.7715448,Красноуфимск,Деятельность органов местного самоуправления по управлению вопросами общего характера,57.8937999,60.0194719,Нижний Тагил,Разборка и снос зданий
1719,2361600219123000460,3616002191,Поставка лекарственных препаратов для медицинского применения,"17 759,00",3662212115,51.6439989,39.412956,Новая Усмань,Деятельность больничных организаций,51.6943806,39.1469378,Воронеж,Торговля оптовая фармацевтической продукцией
1720,2640600038723000652,6406000387,"Оказание услуг по техническому обслуживанию и эксплуатации систем пожарной безопасности: автоматической пожарной сигнализации, системы оповещения людей о пожаре","179 265,51",6440003010,51.5383823,43.1611615,Балашов,Деятельность больничных организаций,51.5424781,43.1522757,Балашов,Деятельность систем обеспечения безопасности
1721,1732500047924000107,7325000479,Поставка кресел офисных,"474 450,36",6671132574,54.3229608,48.4073555,Ульяновск,Деятельность в области обязательного социального обеспечения,56.8292304,60.5944576,Екатеринбург,"Деятельность агентов, специализирующихся на оптовой торговле изделиями, применяемыми в медицинских целях"
1722,3027702333623000265,277023336,Поставка лекарственного средства (Метионил-глутамил-гистидил-фенилаланил-пролил-глицил-пролин),"164 256,00",7724922443,54.8175501,56.087035,Уфа,Деятельность больничных организаций,55.6590796,37.6372535,Москва,Торговля оптовая фармацевтической продукцией
1723,2732500654424000064,7325006544,Канцелярские товары,"111 680,04",7325149327,54.3290599,48.389903,Ульяновск,Деятельность больничных организаций,54.3578844,48.3495308,Ульяновск,Торговля оптовая писчебумажными и канцелярскими товарами
1724,2027000158024000136,270001580,Поставка изделий медицинского назначения,"46 134,00",7457007784,54.312597,59.376311,Учалы,Деятельность больничных организаций,54.855296,58.4209722,Юрюзань,"Торговля розничная изделиями, применяемыми в медицинских целях, ортопедическими изделиями в специализированных магазинах"
1725,2890501870724000176,8905018707,Поставка медицинских изделий,"140 400,00",5902039076,63.1909795,75.4317758,Ноябрьск,Деятельность больничных организаций,58.0138922,56.254048,Пермь,"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях"
1726,1690201615124000006,6902016151,Оказание услуг охраны объекта,"1 482 520,56",7719555477,56.9006351,36.0545324,Тверь,Образование высшее,55.7747139,37.6120098,Москва,"Деятельность охранных служб, в том числе частных"
1727,2225400083322000058,2254000833,Поставка лекарственного препарата для медицинского применения Тизанидин (Лот № 116),"10 090,20",7724922443,51.589722,82.2857816,Курья,Деятельность больничных организаций,55.6590796,37.6372535,Москва,Торговля оптовая фармацевтической продукцией
1728,2025000436824000144,250004368,Общевойсковой защитный комплект,"4 900,00",0276937432,54.5908264,55.3711472,Чишмы,Деятельность больничных организаций,54.7745365,56.0677663,Уфа,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием"
1729,2027000158024000130,270001580,Поставка изделий медицинского назначения,"245 000,00",0222011638,54.312597,59.376311,Учалы,Деятельность больничных организаций,52.0319293,56.7506202,Верхний Муйнак,"Торговля розничная изделиями, применяемыми в медицинских целях, ортопедическими изделиями в специализированных магазинах"
1730,2220901183323000151,2209011833,Поставка медицинских изделий (Вспомогательные медицинские изделия. Лот №6.),"2 008,34",5754027370,51.5060738,81.189774,Рубцовск,Деятельность больничных организаций,53.014124,36.126612,Орёл,Торговля оптовая фармацевтической продукцией
1731,2362000129624000185,3620001296,Поставка лекарственного препарата для медицинского применения,"14 168,00",5001106859,50.4471765,40.1260492,Павловск,Деятельность в области здравоохранения,55.7850805,37.8628477,Балашиха,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках)
1732,3760403998024000004,7604039980,поставка бумаги для офисной техники,"49 295,70",7604042101,57.6291112,39.8938174,Ярославль,Образование среднее общее,57.6451518,39.8746883,Ярославль,Торговля оптовая прочими бытовыми товарами
1733,3263501576524000004,2635015765,Металлическое ограждение: 2500 х 3000 мм. (окраш. в коричневый цвет),"2 913 702,00",2635001547,45.0352938,41.9175267,Ставрополь,Образование дошкольное,45.044516,41.9689655,Ставрополь,"Деятельность по управлению и эксплуатации тюрем, исправительных колоний и других мест лишения свободы, а также по оказанию реабилитационной помощи бывшим заключенным"
1734,2762701322722000073,7627013227,Выполнение работ по восстановлению изношенных верхних слоев асфальтобетонных покрытий на автомобильной дороге общего пользования государственной собственности Ярославской области Борисоглебский – Титово-2 в Борисоглебском муниципальном районе Ярославской области,"26 960 106,76",7627051656,57.6246514,39.840695,Ярославль,Деятельность по эксплуатации автомобильных дорог и автомагистралей,57.6895186,39.9047977,Кузнечиха (Кузнечихинский с.о.),Деятельность по эксплуатации автомобильных дорог и автомагистралей
1735,2444302644624000090,4443026446,Поставка лекарственного препарата для медицинского применения с МНН Паклитаксел для ОГБУЗ ККОД,"37 500,00",7727662722,57.758089,40.942922,Кострома,Деятельность больничных организаций,55.6265135,37.6352286,Москва,Торговля оптовая фармацевтической продукцией
1736,3181000227023000003,1810002270,Водоснабжение,"28 550,56",1838020857,56.4464612,53.9797941,Нижний Армязь,Образование среднее общее,56.2783219,54.1927622,Камбарка,"Забор, очистка и распределение воды"
1737,2362000129624000168,3620001296,Поставка лекарственного препарата для медицинского применения,"99 177,94",3662212115,50.4471765,40.1260492,Павловск,Деятельность в области здравоохранения,51.6943806,39.1469378,Воронеж,Торговля оптовая фармацевтической продукцией
1738,1421000598024000041,4210005980,"Саморез ШСГМ 3,5*45 мм Саморез ШСГМ 3,5*45 мм Саморез ШСГМ 3,5*41 мм Саморез ШСГМ 4,2*76 мм","24 960,00",4205214875,55.4129804,86.0393453,Кемерово,"Деятельность по управлению и эксплуатации тюрем, исправительных колоний и других мест лишения свободы, а также по оказанию реабилитационной помощи бывшим заключенным",55.3553939,86.0303962,Кемерово,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием"
1739,3032333944022000014,323339440,"Выполнение работ по разработке проектной документации на ""Ремонт автомобильной дороги по пер. Карьерный (от ул. Солнечная до ул. Трубачеева)""","490 456,28",3810060483,51.8026828,107.6541064,Улан-Удэ,Консультирование по вопросам коммерческой деятельности и управления,52.3166617,104.2981758,Иркутск,"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях"
1740,2830001083024000001,8300010830,Энергоснабжение,"184 741,53",8300010188,67.6379672,53.0069565,Нарьян-Мар,Образование дополнительное детей и взрослых,67.6379672,53.0069565,Нарьян-Мар,"Производство электроэнергии тепловыми электростанциями, в том числе деятельность по обеспечению работоспособности электростанций"
1741,2444302644624000097,4443026446,Поставка лекарственного препарата для медицинского применения с МНН Паклитаксел для ОГБУЗ ККОД,"37 500,00",7727662722,57.758089,40.942922,Кострома,Деятельность больничных организаций,55.6265135,37.6352286,Москва,Торговля оптовая фармацевтической продукцией
1742,3434800553422000250,4348005534,"Выполнение работ по созданию (модернизации) интеллектуальных транспортных систем в целях реализации мероприятия «Внедрение интеллектуальных транспортных систем, предусматривающих автоматизацию процессов управления дорожным движением в городских агломерациях, включающих города с населением свыше 300 тысяч человек» в Кировской городской агломерации» ","92 099 269,05",7707049388,58.594682,49.66955,Киров,Деятельность органов местного самоуправления по управлению вопросами общего характера,59.92832,30.387257,Санкт-Петербург,Деятельность в области связи на базе проводных технологий
1743,2362000129624000056,3620001296,2023-16332)) Поставка лекарственного препарата для медицинского применения ибупрофен,"2 206,05",3662212115,50.4471765,40.1260492,Павловск,Деятельность в области здравоохранения,51.6943806,39.1469378,Воронеж,Торговля оптовая фармацевтической продукцией
1744,2290125048024000053,2901250480,Расходные материалы для отделения функциональной диагностики,"75 066,78",2926011412,64.6023218,40.5814246,Архангельск,Деятельность больничных организаций,64.5501942,40.5363326,Архангельск,Торговля оптовая фармацевтической продукцией
1745,2444302644624000092,4443026446,Поставка лекарственного препарата для медицинского применения с МНН Паклитаксел для ОГБУЗ ККОД,"37 500,00",7727662722,57.758089,40.942922,Кострома,Деятельность больничных организаций,55.6265135,37.6352286,Москва,Торговля оптовая фармацевтической продукцией
1746,2732500654424000012,7325006544,Реактивы для проведения гематологических исследований в КДЛ,"1 999 500,00",732600045291,54.3290599,48.389903,Ульяновск,Деятельность больничных организаций,54.3079415,48.3748487,Ульяновск,"Деятельность агентов, специализирующихся на оптовой торговле фармацевтической продукцией, изделиями, применяемыми в медицинских целях, парфюмерными и косметическими товарами, включая мыло, и чистящими средствами"
1747,3614402084124000012,6144020841,"Приобретение в муниципальную собственность благоустроенного жилого помещения в целях обеспечения жилыми помещениями детей-сирот и детей, оставшихся без попечения родителей, лиц из числа детей-сирот и детей, оставшихся без попечения родителей (Володиной Виктории Владимировны)","1 647 896,91",614405676407,48.0207726,39.8690784,Гуково,Деятельность органов местного самоуправления по управлению вопросами общего характера,48.0448904,39.9484672,Гуково,Деятельность агентств недвижимости за вознаграждение или на договорной основе
1748,2362000129624000167,3620001296,Поставка лекарственного препарата для медицинского применения,"1 636,00",3662212115,50.4471765,40.1260492,Павловск,Деятельность в области здравоохранения,51.6943806,39.1469378,Воронеж,Торговля оптовая фармацевтической продукцией
1749,2444302644624000091,4443026446,Поставка лекарственного препарата для медицинского применения с МНН Паклитаксел для ОГБУЗ ККОД,"37 500,00",7727662722,57.758089,40.942922,Кострома,Деятельность больничных организаций,55.6265135,37.6352286,Москва,Торговля оптовая фармацевтической продукцией
1750,3504301822724000082,5043018227,Поставка лекарственного препарата (Иммуноглобулин человека нормальный (ТН: Сигардис МТ) для обеспечения пациента на основании решения врачебной комиссии,"187 380,00",7727173908,54.9199431,37.377692,Серпухов,Деятельность больничных организаций,55.6899117,37.5792554,Москва,Торговля оптовая фармацевтической продукцией
1751,2780503024024000059,7805030240,"Поставка хозяйственных товаров и инвентаря для уборки (пластмассовые изделия, чистящие и моющие средства)","540 852,80",7842184231,59.8985567,30.2869151,Санкт-Петербург,Образование профессиональное среднее,59.937855,30.390554,Санкт-Петербург,Торговля оптовая неспециализированная
1752,2890501870723000972,8905018707,Поставка лекарственного препарата для медицинского применения Бендамустин,"194 550,00",1655303424,63.1909795,75.4317758,Ноябрьск,Деятельность больничных организаций,55.7891527,49.1303477,Казань,Торговля оптовая фармацевтической продукцией
1753,2362300208024000008,3623002080,2023-15578/Поставка дезинфицирующих средств,"48 906,00",9725046143,51.1954232,42.2457846,Поворино,Деятельность больничных организаций,55.7064108,37.5962886,Москва,"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях"
1754,2770422711324000019,7704227113,Приобретение четыреххлористого углерода для лаборатории аналитического и технологического контроля МНПЗ,"1 639 046,40",0278175123,55.7522481,37.5950852,Москва,Деятельность по мониторингу загрязнения окружающей среды для физических и юридических лиц,54.7292985,55.9413777,Уфа,Торговля оптовая химическими продуктами
1755,2027000158024000131,270001580,Поставка изделий медицинского назначения,"135 000,00",7328088760,54.312597,59.376311,Учалы,Деятельность больничных организаций,54.7203746,56.0085541,Уфа,Торговля оптовая фармацевтической продукцией
1756,1540810557723000148,5408105577,Поставка чиллера-рециркулятора,"667 185,00",5408308016,54.8488072,83.1110622,Новосибирск,Научные исследования и разработки в области естественных и технических наук прочие,55.020193,82.92246,Новосибирск,Торговля оптовая прочими машинами и оборудованием
1757,3340400344321000007,3404003443,отпуск и потребление тепловой энергии,"35 839,95",3404004920,50.3574654,44.1262023,Даниловка,Образование дополнительное детей и взрослых,50.3579585,44.1113116,Даниловка,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе
1758,2753601112724000016,7536011127,закупка товара - пробирки вакуумные,"204 985,00",6663071261,52.0391858,113.5079791,Чита,"Деятельность в области медицины прочая, не включенная в другие группировки",56.9116469,60.5972118,Екатеринбург,"Торговля оптовая изделиями, применяемыми в медицинских целях"
1759,2232800653624000153,2328006536,Дефибриллятор внешний для профессионального использования,"1 793 250,00",231210359378,45.7380598,39.6448806,Заречный,Деятельность больничных организаций,45.0401604,38.9759647,Краснодар,"Торговля оптовая изделиями, применяемыми в медицинских целях"
1760,2780207173924000050,7802071739,"Поставка медицинских изделий (Поставка медицинских изделий (АВ0/Rh(D) определение групп крови ИВД, набор, реакция агглютинации)","691 028,70",7816346359,59.9893543,30.3305215,Санкт-Петербург,Деятельность больничных организаций,59.9023565,30.3531135,Санкт-Петербург,"Торговля оптовая изделиями, применяемыми в медицинских целях"
1761,2051701164024000088,517011640,Кольпоскоп,"843 000,00",0547009952,43.8553588,46.7027565,Кизляр,Деятельность больничных организаций,43.8415748,46.7237218,Кизляр,Торговля розничная лекарственными средствами в специализированных магазинах (аптеках)
1762,3434800553422000174,4348005534,"Выполнение работ по созданию (модернизации) интеллектуальных транспортных систем в целях реализации мероприятия «Внедрение интеллектуальных транспортных систем, предусматривающих автоматизацию процессов управления дорожным движением в городских агломерациях, включающих города с населением свыше 300 тысяч человек» в Кировской городской агломерации»","165 000 000,00",7707049388,58.594682,49.66955,Киров,Деятельность органов местного самоуправления по управлению вопросами общего характера,59.92832,30.387257,Санкт-Петербург,Деятельность в области связи на базе проводных технологий
1763,2027403610424000156,274036104,Поставка электротоваров (лампы светодиодные),"98 054,07",667015296414,54.7262764,56.0052729,Уфа,Деятельность больничных организаций,56.8385216,60.6054911,Екатеринбург,Торговля оптовая неспециализированная
1764,2301502200223000020,3015022002,"Поставка антиретровирусных препаратов для профилактики и лечения лиц, инфицированных вирусом иммунодефицита человека и гепатитов В и С: биктегравир+тенофовира алафенамид+эмтрицитабин","845 611,20",5024033830,46.3570977,48.0666999,Астрахань,Общая врачебная практика,55.8378048,37.2553907,Красногорск,Торговля оптовая фармацевтической продукцией
1765,2402708485519000129,4027084855,"Выполнение работ по разработке рабочей документации на объект: ""Капитальный ремонт здания Администрации Губернатора Калужской области"". Замена лифтового оборудования.","549 103,91",7726448765,54.516463,36.2486283,Калуга,Консультирование по вопросам коммерческой деятельности и управления,55.699943,37.619683,Москва,"Деятельность, связанная с инженерно-техническим проектированием, управлением проектами строительства, выполнением строительного контроля и авторского надзора"
1766,2290125048024000060,2901250480,Поставка фильтров для облучателей-рециркуляторов ультрафиолетовых бактерицидных,"62 086,70",2926011412,64.6023218,40.5814246,Архангельск,Деятельность больничных организаций,64.5501942,40.5363326,Архангельск,Торговля оптовая фармацевтической продукцией
1767,2362300208024000006,3623002080,2023-15883/Поставка дезинфицирующих средств,"27 342,00",7448245528,51.1954232,42.2457846,Поворино,Деятельность больничных организаций,55.204505,61.317501,Челябинск,"Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров"
1768,3400301674324000010,4003016743,Поставка бумаги ,"56 071,29",237309512080,55.2243495,36.6440294,Ворсино,Образование дошкольное,45.2362527,39.2405581,Динская,Торговля оптовая бумагой и картоном
1769,2422201672124000061,4222016721,Поставка запасной части для мамогрофа,"105 000,00",4205101374,53.6378464,87.3619323,Осинники,Деятельность больничных организаций,55.3623204,86.0578363,Кемерово,Ремонт электронного и оптического оборудования
1770,2232800653624000050,2328006536,Поставка товара - аварийный запас для нужд котельной,"63 757,14",7813257774,45.7380598,39.6448806,Заречный,Деятельность больничных организаций,59.9663326,30.3034523,Санкт-Петербург,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием"
1771,2271701116924000022,2717011169,Поставка перчаток,"198 900,00",3702666870,51.6942528,135.6825212,Березовый,Деятельность по уходу с обеспечением проживания прочая,56.9626885,41.0312353,Иваново,Торговля оптовая текстильными изделиями
1772,3562000576024000002,5620005760,Поставка тепловой энергии,"520 236,12",5620021433,51.0049836,55.6228384,Акбулак,Образование основное общее,51.0030977,55.6225163,Акбулак,"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха"
